Transaction_ID,User_ID,Date,Transaction_Type,Category,Amount,Balance_After_Transaction,Budget_Planned,Budget_Utilized,Credit_Score,Investment_Return,Payment_Mode,Action_Type,Interaction_Time,Preferred_View,Feedback_Score,Recommendation_Type,Recommendation_Outcome,Prediction_Confidence,Decision_Quality,Error_Reduction,Cognitive_Load_Score
T0994,U35,2025-09-06,Expense,Healthcare,3090.67,15465.41,10909.93,9425.438048837656,538,,Debit,Recommendation_Ignored,132,Summary,4,Investment Suggestion,Rejected,85.31,0,65.05,8
T0995,U44,2024-11-11,Income,Travel,4835.67,7208.62,3408.73,4527.890003831844,739,,Debit,Recommendation_Accepted,189,Detailed,4,Risk Alert,Ignored,90.16,0,87.01,8
T0996,U34,2025-02-14,Investment,Healthcare,2121.74,17142.3,14955.64,14598.81081378585,303,-7.56,Credit,Dashboard_Click,343,Summary,2,Budget Adjustment,Accepted,90.22,0,41.89,1
T0997,U53,2025-08-30,Tax,EMI,308.82,11306.77,6532.1,5681.403851014571,419,,Online,Recommendation_Accepted,18,Tables,4,Budget Adjustment,Ignored,99.55,1,27.01,5
T0998,U1,2025-08-31,Income,Stocks,3797.12,6518.1,10748.54,12246.630427788125,465,,Online,Recommendation_Ignored,295,Tables,3,Budget Adjustment,Rejected,54.39,0,11.45,7
T0999,U93,2025-03-20,Loan,Insurance,3075.53,19882.28,2208.94,2565.0365248505577,751,,Credit,Report_View,146,Tables,1,Risk Alert,Accepted,92.32,1,73.76,4
T1000,U37,2024-12-29,Loan,Insurance,4939.62,13730.09,12013.94,12142.80267021081,627,,Online,Recommendation_Ignored,24,Charts,5,Investment Suggestion,Ignored,66.37,0,33.62,2
T1001,U33,2025-01-25,Income,EMI,1924.15,12228.98,4760.5,2775.0371399640653,662,,Cash,Recommendation_Accepted,226,Summary,4,Budget Adjustment,Accepted,52.15,0,72.74,3
T1002,U69,2025-07-01,Investment,Groceries,783.47,10092.32,12776.26,14505.9540958812,784,-8.31,Cash,Recommendation_Accepted,437,Detailed,3,Budget Adjustment,Ignored,56.97,1,98.36,3
T1003,U61,2025-08-04,Loan,Utilities,3360.33,4177.74,13598.61,12576.177752445074,471,,Online,Recommendation_Ignored,523,Summary,1,Investment Suggestion,Rejected,71.3,1,33.79,5
T1004,U26,2025-08-15,Income,Healthcare,1323.12,7941.34,13050.5,14017.706981390087,629,,Online,Recommendation_Accepted,532,Detailed,3,Risk Alert,Rejected,86.09,1,18.74,3
T1005,U8,2024-10-03,Tax,Salary,4862.09,13870.39,3391.57,2739.249362033138,686,,Debit,Recommendation_Ignored,140,Detailed,1,Budget Adjustment,Ignored,89.0,0,44.8,6
T1006,U28,2025-02-14,Expense,EMI,168.27,12114.17,4022.29,4734.926606560866,468,,Cash,Dashboard_Click,80,Charts,5,Budget Adjustment,Rejected,88.24,0,58.61,10
T1007,U4,2025-08-13,Investment,Travel,4989.7,15532.72,10943.57,10030.724545897085,485,-8.52,Debit,Dashboard_Click,95,Charts,4,Budget Adjustment,Rejected,77.5,0,8.29,5
T1008,U68,2025-09-09,Income,Insurance,965.99,8532.61,4202.73,4729.83097635959,806,,Online,Recommendation_Accepted,224,Detailed,1,Risk Alert,Ignored,70.41,0,25.91,1
T1009,U69,2025-07-14,Loan,EMI,2253.11,8059.86,11065.89,10972.214635545735,720,,Credit,Recommendation_Accepted,338,Summary,3,Budget Adjustment,Rejected,60.13,0,67.82,5
T1010,U89,2024-12-21,Income,Utilities,1305.88,19586.29,2225.98,3960.638480305146,302,,Online,Recommendation_Ignored,213,Detailed,1,Risk Alert,Rejected,70.97,0,24.27,9
T1011,U19,2025-01-22,Income,Utilities,1594.38,12193.75,8417.75,8821.944868312992,697,,Credit,Recommendation_Ignored,233,Tables,3,Investment Suggestion,Rejected,97.02,1,76.04,3
T1012,U93,2024-12-15,Expense,Utilities,384.13,6993.84,7958.95,7502.919295120572,835,,Credit,Recommendation_Accepted,549,Tables,4,Risk Alert,Accepted,87.5,0,65.4,2
T1013,U13,2025-08-27,Tax,Utilities,2779.04,8116.03,5838.94,4136.736467527637,685,,Online,Report_View,78,Detailed,3,Risk Alert,Rejected,60.95,1,18.67,1
T1014,U72,2025-06-04,Tax,Groceries,3751.77,13055.53,14988.78,13918.115941967779,300,,Debit,Report_View,130,Summary,1,Budget Adjustment,Rejected,85.1,1,52.01,4
T1015,U49,2024-10-08,Income,Stocks,4779.85,17896.06,14020.67,15411.608733325447,468,,Online,Recommendation_Ignored,592,Charts,3,Budget Adjustment,Rejected,58.82,1,10.96,4
T1016,U88,2025-03-05,Loan,EMI,3928.92,16861.68,4773.68,3964.50684532002,527,,Cash,Dashboard_Click,345,Tables,5,Investment Suggestion,Accepted,54.59,0,63.96,1
T1017,U20,2025-07-14,Tax,Stocks,2370.19,3604.36,12664.58,14534.947609306906,465,,Debit,Report_View,509,Detailed,3,Investment Suggestion,Accepted,79.53,1,50.34,9
T1018,U4,2025-09-08,Expense,Salary,4440.56,5538.61,12532.33,12680.20869748612,349,,Credit,Report_View,485,Charts,2,Investment Suggestion,Accepted,77.38,0,82.98,5
T1019,U60,2025-06-02,Income,Insurance,3054.98,17554.98,12416.82,13631.451383972857,346,,Online,Report_View,147,Tables,4,Risk Alert,Accepted,54.38,1,37.33,4
T1020,U97,2024-12-31,Loan,Groceries,3525.33,18314.15,2183.94,522.571799289917,304,,Debit,Report_View,566,Detailed,3,Risk Alert,Rejected,84.17,0,12.38,9
T1021,U2,2024-12-20,Tax,Travel,127.67,18867.4,12855.4,11995.061217860239,740,,Cash,Recommendation_Ignored,537,Charts,2,Risk Alert,Accepted,89.75,1,83.84,6
T1022,U49,2025-03-20,Income,Insurance,2328.15,3090.78,8738.85,10262.728228242908,329,,Cash,Recommendation_Ignored,575,Charts,4,Risk Alert,Ignored,63.96,1,80.16,8
T1023,U44,2024-11-24,Expense,Salary,2432.78,9099.45,3147.87,2140.102008802987,610,,Online,Recommendation_Accepted,89,Charts,4,Investment Suggestion,Accepted,68.78,0,97.26,7
T1024,U69,2024-11-13,Income,Insurance,4618.13,16710.41,11259.48,9400.108744805108,587,,Cash,Dashboard_Click,431,Tables,1,Investment Suggestion,Accepted,56.52,0,36.22,3
T1025,U41,2024-10-29,Income,Stocks,1733.86,1218.51,12060.01,11704.159416775852,380,,Cash,Recommendation_Accepted,155,Charts,1,Investment Suggestion,Rejected,53.72,1,46.56,9
T1026,U4,2024-10-26,Loan,Travel,2809.95,8432.81,5186.27,5661.261143117408,544,,Debit,Report_View,419,Detailed,1,Investment Suggestion,Rejected,76.16,1,4.22,7
T1027,U77,2025-07-29,Tax,Groceries,4949.68,2873.43,13674.73,14985.285883721905,601,,Online,Dashboard_Click,48,Tables,2,Investment Suggestion,Ignored,82.42,1,33.81,7
T1028,U86,2025-08-06,Expense,Utilities,487.42,13322.44,4802.36,6497.648902586341,782,,Debit,Recommendation_Accepted,361,Charts,2,Investment Suggestion,Ignored,53.99,1,42.85,1
T1029,U75,2025-08-05,Loan,Healthcare,2711.99,12006.69,7136.65,8036.943667374766,646,,Debit,Report_View,586,Tables,5,Investment Suggestion,Rejected,99.49,1,93.48,4
T1030,U16,2025-07-02,Loan,Groceries,479.62,1682.61,5263.3,4512.624993112149,463,,Cash,Recommendation_Accepted,74,Summary,5,Budget Adjustment,Rejected,56.66,0,91.81,8
T1031,U23,2025-01-11,Expense,Utilities,1913.74,7024.97,4620.92,3004.9920110126322,356,,Credit,Dashboard_Click,479,Detailed,4,Risk Alert,Ignored,87.14,1,40.44,2
T1032,U22,2025-07-04,Investment,Healthcare,4796.88,7251.18,6806.42,8199.555300735228,489,1.9,Online,Recommendation_Ignored,19,Summary,2,Risk Alert,Ignored,87.15,0,1.78,2
T1033,U24,2025-08-30,Loan,Salary,3842.9,13147.78,8611.93,7236.483807741964,551,,Cash,Recommendation_Ignored,90,Tables,1,Risk Alert,Ignored,52.84,1,29.93,4
T1034,U63,2025-01-03,Tax,Utilities,3740.41,3622.85,6388.57,6815.617972816575,818,,Debit,Report_View,546,Tables,5,Investment Suggestion,Accepted,78.63,1,54.49,4
T1035,U41,2025-01-03,Tax,EMI,1092.91,17059.53,12001.59,10283.01893237234,467,,Online,Recommendation_Ignored,361,Charts,2,Risk Alert,Ignored,80.95,0,79.35,6
T1036,U46,2025-05-07,Investment,Insurance,1621.96,2168.84,12890.96,14651.12196681517,837,12.17,Credit,Recommendation_Accepted,493,Summary,3,Budget Adjustment,Accepted,60.58,1,57.02,1
T1037,U45,2025-02-17,Expense,Stocks,4942.33,6170.25,8777.54,7349.179786523264,507,,Cash,Recommendation_Accepted,217,Summary,2,Investment Suggestion,Rejected,58.72,1,25.95,5
T1038,U61,2024-11-02,Income,Stocks,229.74,5072.34,11333.45,12055.570805684458,343,,Online,Recommendation_Ignored,158,Tables,2,Investment Suggestion,Accepted,54.64,0,75.03,10
T1039,U11,2024-11-23,Expense,Travel,1511.39,18745.09,5266.37,6267.20169868779,717,,Cash,Report_View,420,Charts,5,Budget Adjustment,Accepted,96.69,0,8.99,1
T1040,U58,2025-01-31,Expense,Stocks,3650.86,15435.62,8843.31,10565.720557508575,695,,Cash,Recommendation_Ignored,432,Tables,2,Investment Suggestion,Rejected,50.59,0,21.93,5
T1041,U69,2025-04-11,Expense,Salary,495.17,19234.72,10116.3,8903.456490506394,761,,Debit,Report_View,172,Summary,4,Investment Suggestion,Accepted,72.38,1,79.61,8
T1042,U57,2024-10-30,Expense,Healthcare,4856.34,1391.01,5164.37,6518.367479106457,813,,Credit,Dashboard_Click,90,Charts,4,Budget Adjustment,Accepted,83.73,0,91.27,10
T1043,U85,2024-11-27,Expense,Healthcare,3680.48,14294.23,4231.57,3774.237347772238,507,,Online,Recommendation_Accepted,82,Detailed,1,Investment Suggestion,Accepted,84.58,1,66.3,4
T1044,U73,2025-01-27,Income,Insurance,2868.07,9380.86,11906.08,13089.88225476657,645,,Debit,Report_View,360,Tables,4,Budget Adjustment,Rejected,50.2,0,42.48,3
T1045,U53,2024-12-24,Investment,Travel,3781.99,6254.27,7452.65,8213.215524134099,466,-3.56,Online,Recommendation_Ignored,499,Detailed,2,Budget Adjustment,Rejected,54.75,1,19.65,6
T1046,U68,2025-02-03,Expense,Stocks,4270.88,13707.41,5475.83,7076.049305293689,359,,Cash,Recommendation_Accepted,524,Summary,5,Risk Alert,Ignored,72.52,1,62.12,9
T1047,U21,2025-04-16,Loan,Salary,1444.32,12309.53,9480.08,10154.376472337164,759,,Credit,Report_View,423,Summary,4,Risk Alert,Accepted,87.44,0,84.51,5
T1048,U14,2025-05-05,Tax,Stocks,747.54,14028.23,14859.75,16320.50242223062,786,,Credit,Recommendation_Ignored,477,Summary,3,Risk Alert,Accepted,66.7,1,60.82,6
T1049,U83,2025-02-13,Income,Travel,4047.29,5514.76,8357.91,7807.693084657522,407,,Cash,Recommendation_Accepted,351,Charts,2,Risk Alert,Accepted,70.77,1,53.22,5
T1050,U92,2025-04-18,Expense,EMI,1768.24,8879.17,8089.75,6879.936271659878,315,,Cash,Recommendation_Ignored,51,Tables,5,Risk Alert,Ignored,54.91,0,63.32,10
T1051,U18,2025-01-19,Loan,Groceries,1486.34,7876.84,4719.65,4676.865082649834,373,,Online,Report_View,433,Summary,5,Risk Alert,Accepted,93.32,0,63.04,8
T1052,U46,2025-01-30,Loan,EMI,1264.88,8028.29,3819.51,3174.498421657329,491,,Online,Report_View,205,Tables,2,Budget Adjustment,Accepted,69.56,0,60.61,3
T1053,U5,2024-12-05,Loan,Utilities,2390.16,19492.7,9739.09,11038.356506399177,355,,Cash,Report_View,104,Tables,5,Risk Alert,Accepted,97.65,0,67.28,7
T1054,U19,2025-09-15,Income,Groceries,3091.58,10761.93,14957.76,15928.539469265495,619,,Cash,Recommendation_Accepted,147,Detailed,2,Budget Adjustment,Rejected,54.94,0,78.24,8
T1055,U47,2025-06-28,Investment,Stocks,4132.12,19157.81,14535.8,14796.581517718616,316,0.4,Cash,Report_View,108,Charts,1,Budget Adjustment,Ignored,71.1,1,27.7,3
T1056,U68,2025-09-09,Loan,Healthcare,1002.62,9699.16,4381.61,4525.554215721845,498,,Cash,Recommendation_Accepted,277,Detailed,1,Budget Adjustment,Rejected,58.53,0,94.57,9
T1057,U33,2025-08-30,Investment,EMI,213.57,10616.8,3150.21,3576.810179067625,712,-9.54,Online,Dashboard_Click,203,Charts,4,Investment Suggestion,Rejected,94.61,0,38.07,7
T1058,U15,2024-11-11,Investment,Healthcare,770.06,17627.81,14229.13,13449.197756586456,729,13.21,Debit,Recommendation_Accepted,252,Summary,2,Investment Suggestion,Accepted,94.57,0,99.78,10
T1059,U93,2024-11-27,Investment,Stocks,1357.93,2151.88,2981.93,3147.137150816829,371,11.61,Online,Recommendation_Accepted,166,Summary,4,Investment Suggestion,Rejected,70.02,1,10.27,8
T1060,U64,2025-01-03,Expense,EMI,653.22,11550.72,10088.36,10490.318775190615,694,,Cash,Dashboard_Click,239,Tables,2,Budget Adjustment,Rejected,91.32,1,18.57,1
T1061,U17,2025-02-26,Income,Healthcare,4821.45,4431.35,14401.48,16230.066178944166,338,,Cash,Dashboard_Click,176,Summary,4,Risk Alert,Rejected,98.42,1,97.62,10
T1062,U75,2025-09-02,Tax,Stocks,4565.94,8283.22,8979.88,9153.259896678224,552,,Debit,Recommendation_Accepted,572,Summary,3,Risk Alert,Ignored,77.5,1,94.96,1
T1063,U53,2024-10-02,Income,Salary,610.77,4951.58,11120.3,11715.627573010821,697,,Credit,Recommendation_Accepted,427,Tables,3,Budget Adjustment,Rejected,70.97,1,67.49,7
T1064,U1,2025-02-15,Income,Healthcare,3303.32,19385.0,11113.88,10167.727572094042,784,,Online,Recommendation_Accepted,559,Summary,4,Risk Alert,Ignored,52.93,0,53.48,7
T1065,U66,2025-09-15,Tax,Healthcare,4307.02,4745.83,10369.5,10339.612779755042,506,,Credit,Dashboard_Click,157,Charts,1,Investment Suggestion,Ignored,73.99,1,22.88,5
T1066,U5,2025-02-22,Investment,Stocks,673.05,8980.23,13489.68,15113.684496046428,772,10.39,Debit,Recommendation_Accepted,489,Charts,3,Investment Suggestion,Accepted,52.11,1,7.51,1
T1067,U19,2025-07-26,Income,EMI,2492.01,9731.03,11081.33,12805.115924618935,580,,Online,Dashboard_Click,363,Tables,2,Risk Alert,Ignored,92.23,0,44.88,6
T1068,U46,2025-07-11,Investment,EMI,3086.5,6939.41,13304.83,14475.812602914533,822,-3.47,Cash,Report_View,372,Tables,4,Risk Alert,Rejected,87.55,1,88.88,1
T1069,U85,2024-11-30,Tax,Travel,3566.99,17136.62,6832.02,7173.686263016096,644,,Credit,Report_View,521,Charts,1,Budget Adjustment,Accepted,71.29,1,25.68,8
T1070,U78,2025-05-12,Tax,Insurance,2698.22,5286.45,2454.83,3512.720624248789,560,,Online,Recommendation_Accepted,339,Detailed,1,Budget Adjustment,Accepted,50.88,1,16.18,4
T1071,U44,2024-12-14,Income,EMI,390.18,18321.68,4376.81,5490.061766211753,398,,Credit,Report_View,380,Charts,5,Budget Adjustment,Ignored,67.16,1,34.9,4
T1072,U56,2025-06-30,Tax,Utilities,1991.66,16180.64,14540.23,14711.374739987486,605,,Cash,Dashboard_Click,498,Summary,4,Budget Adjustment,Rejected,54.21,1,93.4,4
T1073,U8,2025-04-16,Expense,Salary,2532.1,12220.42,6740.02,7875.701945531204,582,,Debit,Report_View,351,Detailed,4,Risk Alert,Ignored,96.2,1,57.38,4
T1074,U63,2025-06-02,Investment,EMI,1272.47,5503.97,4655.95,6344.728780931968,647,-2.99,Credit,Recommendation_Ignored,58,Detailed,4,Risk Alert,Ignored,51.64,0,23.08,7
T1075,U86,2025-07-18,Investment,Healthcare,4591.22,16404.16,9826.86,11232.954690811088,321,-2.27,Credit,Recommendation_Accepted,481,Charts,4,Risk Alert,Rejected,87.47,1,8.05,5
T1076,U71,2025-04-02,Tax,Utilities,4837.53,11891.62,5353.9,5996.5133494695365,804,,Online,Recommendation_Accepted,432,Summary,1,Risk Alert,Ignored,94.83,0,50.58,3
T1077,U44,2024-10-22,Income,Salary,2566.15,4938.46,8369.87,8629.020503641228,467,,Credit,Recommendation_Accepted,429,Summary,5,Investment Suggestion,Ignored,74.43,0,16.9,1
T1078,U76,2025-07-30,Investment,Insurance,2598.03,6616.28,14027.94,14964.71017580501,743,5.28,Online,Report_View,231,Tables,5,Risk Alert,Accepted,82.87,0,77.88,5
T1079,U65,2025-09-05,Investment,Healthcare,2766.99,17417.78,9769.55,11755.059769166939,646,-1.86,Cash,Dashboard_Click,499,Tables,3,Investment Suggestion,Ignored,72.78,0,59.4,6
T1080,U30,2024-12-17,Investment,Stocks,4947.71,17563.93,10985.57,12735.817084674967,675,12.53,Cash,Dashboard_Click,11,Summary,3,Risk Alert,Accepted,77.88,1,76.55,5
T1081,U39,2025-04-27,Expense,Travel,2213.87,16312.91,13503.42,15224.811710002885,835,,Debit,Recommendation_Ignored,174,Detailed,3,Investment Suggestion,Rejected,61.14,0,0.47,1
T1082,U92,2025-01-08,Loan,Travel,1917.67,3800.86,4742.16,4717.501309671505,679,,Credit,Recommendation_Ignored,7,Tables,5,Risk Alert,Ignored,60.98,1,38.28,5
T1083,U70,2025-04-21,Expense,Stocks,4749.42,15470.15,10954.4,11373.221150463261,775,,Debit,Dashboard_Click,503,Detailed,4,Budget Adjustment,Rejected,50.06,1,72.2,4
T1084,U63,2025-01-09,Expense,Stocks,3126.86,8191.73,13887.19,12147.512807282961,688,,Credit,Report_View,77,Charts,4,Investment Suggestion,Ignored,66.27,1,64.29,9
T1085,U9,2024-11-22,Investment,Travel,2839.02,11114.42,4682.5,5273.6586150871935,416,-3.24,Online,Report_View,127,Tables,2,Investment Suggestion,Accepted,69.53,1,80.86,10
T1086,U58,2025-03-28,Tax,EMI,2641.7,12206.29,11010.97,9890.995575372668,502,,Online,Dashboard_Click,73,Charts,3,Budget Adjustment,Accepted,88.91,0,86.1,5
T1087,U47,2025-02-27,Tax,Salary,2282.99,4204.0,7153.63,7096.230077126034,514,,Credit,Dashboard_Click,310,Detailed,4,Investment Suggestion,Rejected,61.24,1,29.96,2
T1088,U18,2025-01-01,Loan,Healthcare,3985.67,18477.0,9862.35,10214.273895194661,433,,Cash,Recommendation_Ignored,107,Summary,1,Risk Alert,Accepted,75.26,0,88.34,4
T1089,U100,2024-12-29,Loan,Groceries,2807.82,5769.86,14091.69,12903.643539663522,827,,Debit,Dashboard_Click,215,Detailed,4,Budget Adjustment,Rejected,50.1,0,7.29,1
T1090,U23,2025-01-05,Loan,Groceries,659.64,6324.36,3485.86,2833.3004474240224,300,,Debit,Recommendation_Ignored,214,Summary,1,Budget Adjustment,Rejected,54.62,0,33.9,8
T1091,U97,2024-11-08,Investment,Travel,1741.4,13274.6,13089.87,15007.12814672112,674,7.93,Debit,Report_View,277,Summary,1,Risk Alert,Rejected,90.18,0,59.59,10
T1092,U13,2025-01-30,Loan,Utilities,863.09,3732.92,11425.4,12624.967145777018,801,,Credit,Recommendation_Accepted,177,Detailed,5,Budget Adjustment,Accepted,81.63,0,59.01,2
T1093,U30,2024-09-25,Expense,Salary,1006.48,9139.39,8187.53,8828.344899060481,662,,Cash,Recommendation_Accepted,239,Tables,5,Budget Adjustment,Rejected,99.44,0,60.97,1
T1094,U60,2025-09-01,Income,Utilities,3507.31,8392.49,11635.82,11554.78696101563,384,,Debit,Dashboard_Click,497,Summary,3,Investment Suggestion,Ignored,64.72,1,44.19,10
T1095,U30,2025-09-21,Income,Travel,538.64,8300.99,12272.97,11674.850028481083,809,,Online,Recommendation_Ignored,357,Detailed,2,Risk Alert,Accepted,50.05,1,90.39,2
T1096,U32,2024-11-21,Expense,Utilities,650.3,7698.74,2920.43,3704.706527671166,417,,Credit,Recommendation_Accepted,25,Charts,3,Investment Suggestion,Accepted,97.44,0,31.42,10
T1097,U11,2024-10-10,Loan,Stocks,1634.1,3047.59,2243.6,936.0987102649312,712,,Debit,Recommendation_Accepted,527,Tables,1,Investment Suggestion,Rejected,55.0,0,29.38,1
T1098,U99,2025-03-06,Income,Salary,1950.66,13314.19,12719.79,11774.803742610144,579,,Online,Recommendation_Accepted,428,Tables,3,Risk Alert,Accepted,85.72,1,32.35,5
T1099,U45,2024-11-14,Loan,Travel,4658.52,3963.93,12988.14,11218.54029599039,382,,Cash,Recommendation_Ignored,239,Detailed,1,Investment Suggestion,Accepted,83.89,0,12.74,4
T1100,U23,2024-10-04,Tax,Salary,503.51,11033.47,3798.77,3803.889579578454,583,,Online,Recommendation_Accepted,519,Tables,4,Investment Suggestion,Rejected,89.9,1,3.69,10
T1101,U93,2024-11-06,Investment,Groceries,852.16,6896.11,4932.14,6434.754296263538,667,4.04,Online,Dashboard_Click,156,Tables,4,Budget Adjustment,Ignored,55.81,1,18.78,4
T1102,U49,2025-02-12,Loan,Salary,69.02,19738.19,3897.33,2353.261659013909,359,,Debit,Dashboard_Click,141,Charts,5,Budget Adjustment,Rejected,90.93,1,76.81,1
T1103,U67,2025-01-04,Loan,Utilities,2857.59,1345.11,9357.79,11248.374401497606,846,,Online,Report_View,381,Tables,2,Risk Alert,Accepted,73.4,1,72.2,5
T1104,U31,2025-01-13,Income,Groceries,2792.86,3761.27,10198.85,8997.312233430224,473,,Credit,Recommendation_Ignored,503,Summary,3,Budget Adjustment,Ignored,62.99,0,44.48,9
T1105,U10,2025-08-05,Tax,Salary,1567.71,10374.41,8069.08,9346.452898916094,770,,Debit,Recommendation_Accepted,500,Detailed,4,Investment Suggestion,Accepted,92.23,1,40.22,9
T1106,U27,2025-02-26,Expense,Insurance,186.92,15012.5,8541.17,9302.88170672208,463,,Online,Dashboard_Click,32,Detailed,4,Investment Suggestion,Ignored,84.9,1,32.78,2
T1107,U90,2025-01-30,Income,Groceries,2397.1,2990.43,13314.92,11370.863864887817,321,,Debit,Recommendation_Accepted,86,Charts,2,Budget Adjustment,Accepted,85.51,0,23.02,6
T1108,U42,2025-08-18,Tax,Healthcare,3859.12,15757.55,9019.1,10252.41854236602,318,,Cash,Report_View,402,Charts,1,Budget Adjustment,Ignored,65.8,1,31.52,1
T1109,U4,2024-12-01,Expense,Insurance,892.28,4975.47,5390.04,6086.650458809285,443,,Cash,Recommendation_Accepted,54,Charts,4,Budget Adjustment,Rejected,70.8,1,89.84,3
T1110,U69,2025-08-07,Expense,Stocks,2051.18,16519.32,4084.29,3331.197436336478,845,,Credit,Recommendation_Accepted,438,Tables,4,Budget Adjustment,Ignored,52.09,0,80.32,1
T1111,U87,2025-07-06,Tax,Travel,1562.33,3888.17,2582.06,3559.4764264000946,726,,Cash,Dashboard_Click,582,Tables,5,Investment Suggestion,Accepted,85.7,0,42.68,4
T1112,U58,2025-03-22,Investment,Groceries,4096.3,5474.67,6042.59,4146.425274324978,627,3.3,Cash,Report_View,383,Charts,5,Budget Adjustment,Ignored,62.85,1,63.29,1
T1113,U87,2025-01-02,Expense,Healthcare,899.57,9106.45,6785.56,8668.040263096043,315,,Cash,Recommendation_Ignored,413,Charts,1,Investment Suggestion,Ignored,57.58,0,58.04,3
T1114,U67,2025-01-12,Loan,EMI,3416.81,3099.54,13935.28,12306.644596063223,750,,Debit,Report_View,303,Charts,5,Investment Suggestion,Accepted,77.19,1,7.7,7
T1115,U63,2025-01-17,Income,Healthcare,4445.18,12801.08,13559.46,12047.289642257578,622,,Debit,Recommendation_Accepted,365,Detailed,1,Risk Alert,Ignored,92.16,0,53.28,10
T1116,U26,2025-08-03,Investment,Stocks,4584.43,2231.19,10646.05,11415.947159560495,608,1.93,Credit,Report_View,265,Detailed,3,Budget Adjustment,Accepted,52.1,0,49.59,4
T1117,U89,2024-12-15,Income,Utilities,1509.16,15263.05,8632.54,6646.20913536559,697,,Credit,Dashboard_Click,508,Detailed,2,Budget Adjustment,Rejected,70.96,0,65.23,2
T1118,U44,2024-11-29,Income,Travel,4180.01,10142.52,6183.24,6447.165005177781,544,,Cash,Dashboard_Click,181,Tables,1,Investment Suggestion,Ignored,80.16,1,61.34,2
T1119,U46,2025-08-29,Investment,Groceries,2565.3,3359.67,7387.48,7606.878840410455,502,12.42,Debit,Recommendation_Accepted,316,Tables,5,Budget Adjustment,Accepted,71.05,1,27.42,8
T1120,U52,2025-07-09,Loan,Stocks,1527.27,18668.57,6501.07,8097.732539894833,549,,Credit,Recommendation_Accepted,503,Summary,5,Investment Suggestion,Rejected,51.64,0,4.83,3
T1121,U28,2024-12-18,Tax,Salary,4849.51,9952.69,9445.85,9827.95460646382,310,,Cash,Recommendation_Accepted,346,Summary,2,Risk Alert,Ignored,58.9,1,68.83,8
T1122,U48,2025-04-18,Loan,Healthcare,963.61,15108.78,12138.69,14104.96228130313,532,,Credit,Report_View,326,Summary,5,Budget Adjustment,Ignored,94.44,0,47.29,9
T1123,U84,2025-03-30,Tax,Healthcare,2740.91,4585.58,11205.8,12864.022238010968,774,,Credit,Dashboard_Click,447,Detailed,2,Budget Adjustment,Ignored,75.75,1,65.94,3
T1124,U86,2025-09-01,Income,Travel,2029.12,17193.63,7172.32,7673.4998303435195,644,,Online,Report_View,513,Summary,4,Investment Suggestion,Ignored,87.15,1,6.5,8
T1125,U12,2024-10-18,Investment,Travel,4599.92,18696.48,8718.45,7309.604940097575,713,0.21,Credit,Dashboard_Click,471,Summary,1,Budget Adjustment,Accepted,58.89,1,97.23,3
T1126,U87,2025-05-13,Investment,Healthcare,491.23,1804.23,3238.2,2699.1471705669733,838,-7.61,Online,Dashboard_Click,250,Tables,1,Risk Alert,Rejected,88.77,0,60.3,5
T1127,U16,2025-04-26,Income,Utilities,2616.97,6748.78,11095.1,9429.223111316052,436,,Credit,Dashboard_Click,520,Charts,1,Investment Suggestion,Rejected,70.97,1,49.87,6
T1128,U1,2025-07-04,Tax,Groceries,2924.46,18213.3,6811.46,5785.562677603727,837,,Online,Recommendation_Ignored,95,Detailed,4,Investment Suggestion,Ignored,74.3,0,75.64,9
T1129,U97,2025-01-13,Tax,Healthcare,2048.43,9204.79,13192.48,11536.504369219538,782,,Debit,Recommendation_Ignored,493,Detailed,1,Investment Suggestion,Rejected,66.91,1,35.31,7
T1130,U12,2025-04-15,Loan,Groceries,3805.22,4565.67,10542.98,10811.462495262436,421,,Cash,Dashboard_Click,61,Detailed,3,Budget Adjustment,Ignored,96.09,0,22.11,8
T1131,U62,2025-06-23,Income,Utilities,4425.51,9455.68,11004.79,11033.557786672964,829,,Debit,Report_View,438,Charts,3,Risk Alert,Ignored,59.81,1,50.8,1
T1132,U34,2024-10-29,Tax,Insurance,1394.09,2220.69,13442.83,13015.307056478026,675,,Debit,Report_View,33,Tables,5,Investment Suggestion,Accepted,58.63,0,26.41,10
T1133,U98,2025-07-12,Investment,Insurance,3813.01,18986.92,12124.38,12623.14672297204,328,-9.76,Credit,Recommendation_Accepted,331,Tables,1,Investment Suggestion,Ignored,75.04,1,97.8,7
T1134,U85,2025-06-13,Expense,Salary,2112.23,9591.98,7468.76,7755.654365248389,477,,Cash,Report_View,137,Charts,1,Budget Adjustment,Accepted,65.6,0,5.06,10
T1135,U15,2025-08-26,Loan,Healthcare,2784.01,6237.25,4096.3,4632.325702776264,737,,Cash,Dashboard_Click,70,Charts,5,Budget Adjustment,Ignored,89.72,1,75.54,5
T1136,U74,2024-12-18,Investment,Healthcare,1129.32,12986.97,13094.8,12157.97905886588,643,10.98,Debit,Recommendation_Ignored,561,Summary,3,Investment Suggestion,Accepted,77.79,1,30.08,9
T1137,U23,2025-08-22,Loan,Utilities,523.26,7371.79,14712.57,14292.41369126501,651,,Debit,Report_View,492,Detailed,2,Investment Suggestion,Ignored,95.39,0,12.58,3
